date,bases,open_access_bases,bytes,open_access_bytes
07/10/2008,1.38675E+11,1.38675E+11,6.48632E+11,6.48632E+11
07/11/2008,1.64408E+11,1.64408E+11,9.05507E+11,9.05507E+11
07/12/2008,1.72661E+11,1.72661E+11,9.88648E+11,9.88648E+11
07/14/2008,1.82876E+11,1.82876E+11,1.0239E+12,1.0239E+12
07/15/2008,1.87867E+11,1.87867E+11,1.03557E+12,1.03557E+12
07/16/2008,2.16931E+11,2.16931E+11,1.10107E+12,1.10107E+12
07/17/2008,2.26863E+11,2.26863E+11,1.14621E+12,1.14621E+12
07/18/2008,2.29591E+11,2.29591E+11,1.17006E+12,1.17006E+12
07/19/2008,2.34604E+11,2.34604E+11,1.21763E+12,1.21763E+12
07/21/2008,2.46882E+11,2.46882E+11,1.35004E+12,1.35004E+12
07/22/2008,2.78108E+11,2.78108E+11,1.63746E+12,1.63746E+12
07/23/2008,2.96202E+11,2.96202E+11,1.79395E+12,1.79395E+12
07/24/2008,3.11097E+11,3.11097E+11,1.9354E+12,1.9354E+12
07/25/2008,3.39965E+11,3.39965E+11,2.187E+12,2.187E+12
07/31/2008,3.46282E+11,3.46282E+11,2.24642E+12,2.24642E+12
08/01/2008,3.51943E+11,3.51943E+11,2.30408E+12,2.30408E+12
08/06/2008,3.56339E+11,3.56339E+11,2.35691E+12,2.35691E+12
08/07/2008,3.59685E+11,3.59685E+11,2.39465E+12,2.39465E+12
08/08/2008,3.60306E+11,3.60306E+11,2.39631E+12,2.39631E+12
08/09/2008,3.60438E+11,3.60438E+11,2.3966E+12,2.3966E+12
08/14/2008,3.75299E+11,3.75299E+11,2.50619E+12,2.50619E+12
08/15/2008,4.28427E+11,4.28427E+11,2.72099E+12,2.72099E+12
08/16/2008,4.70007E+11,4.70007E+11,3.12519E+12,3.12519E+12
08/17/2008,4.86452E+11,4.86452E+11,3.24233E+12,3.24233E+12
08/18/2008,5.09973E+11,5.09973E+11,3.41699E+12,3.41699E+12
08/19/2008,5.38322E+11,5.38322E+11,3.66489E+12,3.66489E+12
08/20/2008,5.9479E+11,5.9479E+11,4.16637E+12,4.16637E+12
08/21/2008,6.04778E+11,6.04778E+11,4.2534E+12,4.2534E+12
08/23/2008,6.10745E+11,6.10745E+11,4.3275E+12,4.3275E+12
08/25/2008,6.38267E+11,6.38267E+11,4.51409E+12,4.51409E+12
08/26/2008,6.89776E+11,6.89776E+11,4.83579E+12,4.83579E+12
08/27/2008,6.98905E+11,6.98905E+11,4.86279E+12,4.86279E+12
08/28/2008,7.16856E+11,7.16856E+11,4.89613E+12,4.89613E+12
08/29/2008,7.25037E+11,7.25037E+11,4.91836E+12,4.91836E+12
08/30/2008,7.65726E+11,7.65726E+11,5.29874E+12,5.29874E+12
08/31/2008,8.74047E+11,8.74047E+11,6.15961E+12,6.15961E+12
09/01/2008,8.84716E+11,8.84716E+11,6.24453E+12,6.24453E+12
09/02/2008,9.16037E+11,9.16037E+11,6.49006E+12,6.49006E+12
09/03/2008,9.35542E+11,9.35542E+11,6.55773E+12,6.55773E+12
09/04/2008,9.43305E+11,9.43305E+11,6.57478E+12,6.57478E+12
09/05/2008,9.48479E+11,9.48479E+11,6.62642E+12,6.62642E+12
09/06/2008,9.52956E+11,9.52956E+11,6.67727E+12,6.67727E+12
09/07/2008,9.78875E+11,9.78875E+11,6.91588E+12,6.91588E+12
09/08/2008,1.0011E+12,1.0011E+12,7.09172E+12,7.09172E+12
09/09/2008,1.02231E+12,1.02231E+12,7.26959E+12,7.26959E+12
09/10/2008,1.03464E+12,1.03464E+12,7.40185E+12,7.40185E+12
09/11/2008,1.04364E+12,1.04364E+12,7.50289E+12,7.50289E+12
09/12/2008,1.04518E+12,1.04518E+12,7.52153E+12,7.52153E+12
09/14/2008,1.04547E+12,1.04547E+12,7.52517E+12,7.52517E+12
09/15/2008,1.05584E+12,1.05584E+12,7.6232E+12,7.6232E+12
09/16/2008,1.05584E+12,1.05584E+12,7.6232E+12,7.6232E+12
09/18/2008,1.05606E+12,1.05606E+12,7.62374E+12,7.62374E+12
09/19/2008,1.07085E+12,1.07085E+12,7.76111E+12,7.76111E+12
09/20/2008,1.09921E+12,1.09921E+12,8.05772E+12,8.05772E+12
09/22/2008,1.11381E+12,1.11381E+12,8.17435E+12,8.17435E+12
09/23/2008,1.13718E+12,1.13718E+12,8.34552E+12,8.34552E+12
09/24/2008,1.15542E+12,1.15542E+12,8.50503E+12,8.50503E+12
09/25/2008,1.15977E+12,1.15977E+12,8.55051E+12,8.55051E+12
09/26/2008,1.18646E+12,1.18646E+12,8.81281E+12,8.81281E+12
09/27/2008,1.20995E+12,1.20995E+12,9.01719E+12,9.01719E+12
09/28/2008,1.23275E+12,1.23275E+12,9.2161E+12,9.2161E+12
09/29/2008,1.24586E+12,1.24586E+12,9.33095E+12,9.33095E+12
09/30/2008,1.27977E+12,1.27977E+12,9.60146E+12,9.60146E+12
10/01/2008,1.3162E+12,1.3162E+12,9.87249E+12,9.87249E+12
10/02/2008,1.32948E+12,1.32948E+12,9.99347E+12,9.99347E+12
10/03/2008,1.33536E+12,1.33536E+12,1.00393E+13,1.00393E+13
10/04/2008,1.37029E+12,1.37029E+12,1.0329E+13,1.0329E+13
10/05/2008,1.3898E+12,1.3898E+12,1.05247E+13,1.05247E+13
10/06/2008,1.41632E+12,1.41632E+12,1.07832E+13,1.07832E+13
10/07/2008,1.42067E+12,1.42067E+12,1.08158E+13,1.08158E+13
10/08/2008,1.42218E+12,1.42218E+12,1.08283E+13,1.08283E+13
10/09/2008,1.42929E+12,1.42929E+12,1.08953E+13,1.08953E+13
10/10/2008,1.44512E+12,1.44512E+12,1.10512E+13,1.10512E+13
10/11/2008,1.46329E+12,1.46329E+12,1.12323E+13,1.12323E+13
10/12/2008,1.49503E+12,1.49503E+12,1.15331E+13,1.15331E+13
10/13/2008,1.51559E+12,1.51559E+12,1.17243E+13,1.17243E+13
10/14/2008,1.518E+12,1.518E+12,1.17564E+13,1.17564E+13
10/15/2008,1.53108E+12,1.53108E+12,1.18827E+13,1.18827E+13
10/16/2008,1.5418E+12,1.5418E+12,1.19959E+13,1.19959E+13
10/17/2008,1.58338E+12,1.58338E+12,1.23636E+13,1.23636E+13
10/20/2008,1.64767E+12,1.64767E+12,1.28685E+13,1.28685E+13
10/21/2008,1.69919E+12,1.69919E+12,1.33314E+13,1.33314E+13
10/22/2008,1.76335E+12,1.76335E+12,1.37893E+13,1.37893E+13
10/23/2008,1.802E+12,1.802E+12,1.4124E+13,1.4124E+13
10/24/2008,1.91117E+12,1.91117E+12,1.50482E+13,1.50482E+13
10/25/2008,1.95081E+12,1.95081E+12,1.52831E+13,1.52831E+13
10/27/2008,1.97063E+12,1.97063E+12,1.53672E+13,1.53672E+13
10/28/2008,1.99669E+12,1.99669E+12,1.55451E+13,1.55451E+13
10/29/2008,2.03271E+12,2.03271E+12,1.57626E+13,1.57626E+13
10/30/2008,2.05091E+12,2.05091E+12,1.58035E+13,1.58035E+13
10/31/2008,2.07144E+12,2.07144E+12,1.59344E+13,1.59344E+13
11/04/2008,2.07167E+12,2.07167E+12,1.5935E+13,1.5935E+13
11/06/2008,2.07375E+12,2.07375E+12,1.59396E+13,1.59396E+13
11/07/2008,2.0759E+12,2.0759E+12,1.59486E+13,1.59486E+13
11/08/2008,2.08954E+12,2.08954E+12,1.60608E+13,1.60608E+13
11/13/2008,2.08965E+12,2.08965E+12,1.6061E+13,1.6061E+13
11/14/2008,2.09058E+12,2.09058E+12,1.60632E+13,1.60632E+13
11/17/2008,2.09091E+12,2.09091E+12,1.60639E+13,1.60639E+13
11/18/2008,2.09778E+12,2.09778E+12,1.60786E+13,1.60786E+13
11/20/2008,2.09913E+12,2.09913E+12,1.60818E+13,1.60818E+13
11/21/2008,2.10093E+12,2.10093E+12,1.60961E+13,1.60961E+13
11/25/2008,2.10717E+12,2.10717E+12,1.61221E+13,1.61221E+13
12/03/2008,2.11757E+12,2.11757E+12,1.61488E+13,1.61488E+13
12/04/2008,2.11799E+12,2.11799E+12,1.61497E+13,1.61497E+13
12/05/2008,2.12713E+12,2.12713E+12,1.61703E+13,1.61703E+13
12/08/2008,2.14225E+12,2.14225E+12,1.62031E+13,1.62031E+13
12/09/2008,2.14316E+12,2.14316E+12,1.6209E+13,1.6209E+13
12/10/2008,2.14425E+12,2.14425E+12,1.62199E+13,1.62199E+13
12/11/2008,2.15553E+12,2.15553E+12,1.63669E+13,1.63669E+13
12/16/2008,2.15705E+12,2.15705E+12,1.63702E+13,1.63702E+13
12/19/2008,2.15768E+12,2.15768E+12,1.63717E+13,1.63717E+13
12/20/2008,2.17851E+12,2.17851E+12,1.64168E+13,1.64168E+13
12/22/2008,2.1792E+12,2.1792E+12,1.64183E+13,1.64183E+13
12/23/2008,2.18223E+12,2.18223E+12,1.64337E+13,1.64337E+13
12/24/2008,2.18234E+12,2.18234E+12,1.64339E+13,1.64339E+13
12/28/2008,2.24777E+12,2.24777E+12,1.65777E+13,1.65777E+13
12/29/2008,2.25082E+12,2.25082E+12,1.65894E+13,1.65894E+13
12/31/2008,2.25105E+12,2.25105E+12,1.659E+13,1.659E+13
01/05/2009,2.25108E+12,2.25108E+12,1.659E+13,1.659E+13
01/06/2009,2.25829E+12,2.25829E+12,1.66107E+13,1.66107E+13
01/07/2009,2.29969E+12,2.29969E+12,1.67271E+13,1.67271E+13
01/08/2009,2.30262E+12,2.30262E+12,1.67335E+13,1.67335E+13
01/09/2009,2.35067E+12,2.35067E+12,1.68659E+13,1.68659E+13
01/10/2009,2.35082E+12,2.35082E+12,1.68662E+13,1.68662E+13
01/12/2009,2.3519E+12,2.3519E+12,1.6869E+13,1.6869E+13
01/13/2009,2.36602E+12,2.36602E+12,1.69157E+13,1.69157E+13
01/14/2009,2.36719E+12,2.36719E+12,1.69183E+13,1.69183E+13
01/15/2009,2.36756E+12,2.36756E+12,1.69192E+13,1.69192E+13
01/16/2009,2.38553E+12,2.38553E+12,1.6966E+13,1.6966E+13
01/20/2009,2.38651E+12,2.38651E+12,1.69681E+13,1.69681E+13
01/21/2009,2.38732E+12,2.38732E+12,1.69689E+13,1.69689E+13
01/22/2009,2.38747E+12,2.38747E+12,1.69693E+13,1.69693E+13
01/26/2009,2.38852E+12,2.38852E+12,1.69718E+13,1.69718E+13
01/28/2009,2.40059E+12,2.40059E+12,1.70087E+13,1.70087E+13
01/29/2009,2.44741E+12,2.44741E+12,1.71111E+13,1.71111E+13
01/30/2009,2.4699E+12,2.4699E+12,1.71594E+13,1.71594E+13
01/31/2009,2.47384E+12,2.47384E+12,1.71681E+13,1.71681E+13
02/02/2009,2.47826E+12,2.47826E+12,1.72227E+13,1.72227E+13
02/03/2009,2.5239E+12,2.5239E+12,1.76468E+13,1.76468E+13
02/04/2009,2.54052E+12,2.54052E+12,1.78029E+13,1.78029E+13
02/05/2009,2.54337E+12,2.54337E+12,1.78294E+13,1.78294E+13
02/06/2009,2.54474E+12,2.54474E+12,1.78331E+13,1.78331E+13
02/09/2009,2.54485E+12,2.54485E+12,1.78334E+13,1.78334E+13
02/10/2009,2.54573E+12,2.54573E+12,1.78354E+13,1.78354E+13
02/11/2009,2.55392E+12,2.55392E+12,1.78592E+13,1.78592E+13
02/12/2009,2.55653E+12,2.55653E+12,1.78638E+13,1.78638E+13
02/13/2009,2.55814E+12,2.55814E+12,1.78771E+13,1.78771E+13
02/17/2009,2.56969E+12,2.56969E+12,1.79856E+13,1.79856E+13
02/18/2009,2.57189E+12,2.57189E+12,1.79926E+13,1.79926E+13
02/19/2009,2.57336E+12,2.57336E+12,1.79963E+13,1.79963E+13
02/20/2009,2.57573E+12,2.57573E+12,1.80021E+13,1.80021E+13
02/23/2009,2.58634E+12,2.58634E+12,1.80898E+13,1.80898E+13
02/24/2009,2.58649E+12,2.58649E+12,1.80901E+13,1.80901E+13
02/26/2009,2.58664E+12,2.58664E+12,1.80904E+13,1.80904E+13
02/27/2009,2.61187E+12,2.61187E+12,1.81601E+13,1.81601E+13
02/28/2009,2.62145E+12,2.62145E+12,1.81923E+13,1.81923E+13
03/03/2009,2.74538E+12,2.74538E+12,1.85841E+13,1.85841E+13
03/04/2009,2.82965E+12,2.82965E+12,1.88617E+13,1.88617E+13
03/05/2009,2.88391E+12,2.88391E+12,1.90357E+13,1.90357E+13
03/06/2009,2.93924E+12,2.93924E+12,1.91896E+13,1.91896E+13
03/07/2009,2.97998E+12,2.97998E+12,1.93332E+13,1.93332E+13
03/08/2009,3.00191E+12,3.00191E+12,1.94059E+13,1.94059E+13
03/09/2009,3.03451E+12,3.03451E+12,1.95151E+13,1.95151E+13
03/10/2009,3.07399E+12,3.07399E+12,1.96536E+13,1.96536E+13
03/11/2009,3.09515E+12,3.09515E+12,1.971E+13,1.971E+13
03/13/2009,3.09547E+12,3.09547E+12,1.97107E+13,1.97107E+13
03/16/2009,3.09564E+12,3.09564E+12,1.97112E+13,1.97112E+13
03/17/2009,3.09574E+12,3.09574E+12,1.97114E+13,1.97114E+13
03/18/2009,3.0961E+12,3.0961E+12,1.97122E+13,1.97122E+13
03/19/2009,3.0961E+12,3.0961E+12,1.97122E+13,1.97122E+13
03/20/2009,3.09639E+12,3.09639E+12,1.97129E+13,1.97129E+13
03/23/2009,3.09725E+12,3.09725E+12,1.97149E+13,1.97149E+13
03/24/2009,3.09725E+12,3.09725E+12,1.97149E+13,1.97149E+13
03/25/2009,3.10225E+12,3.10225E+12,1.97263E+13,1.97263E+13
03/26/2009,3.10234E+12,3.10234E+12,1.97265E+13,1.97265E+13
03/30/2009,3.10588E+12,3.10588E+12,1.97318E+13,1.97318E+13
04/01/2009,3.10733E+12,3.10733E+12,1.97367E+13,1.97367E+13
04/02/2009,3.1075E+12,3.1075E+12,1.97371E+13,1.97371E+13
04/06/2009,3.11149E+12,3.11149E+12,1.97637E+13,1.97637E+13
04/08/2009,3.12197E+12,3.12197E+12,1.97969E+13,1.97969E+13
04/09/2009,3.2004E+12,3.2004E+12,1.99803E+13,1.99803E+13
04/10/2009,3.26108E+12,3.26108E+12,2.01477E+13,2.01477E+13
04/11/2009,3.31769E+12,3.31769E+12,2.0294E+13,2.0294E+13
04/12/2009,3.37472E+12,3.37472E+12,2.04461E+13,2.04461E+13
04/13/2009,3.47488E+12,3.47488E+12,2.0709E+13,2.0709E+13
04/14/2009,3.56204E+12,3.56204E+12,2.1082E+13,2.1082E+13
04/15/2009,3.6106E+12,3.6106E+12,2.14713E+13,2.14713E+13
04/16/2009,3.64707E+12,3.64707E+12,2.17527E+13,2.17527E+13
04/17/2009,3.68615E+12,3.68615E+12,2.18545E+13,2.18545E+13
04/18/2009,3.75445E+12,3.75445E+12,2.24042E+13,2.24042E+13
04/19/2009,3.81804E+12,3.81804E+12,2.29152E+13,2.29152E+13
04/20/2009,3.87587E+12,3.87587E+12,2.33807E+13,2.33807E+13
04/21/2009,3.94148E+12,3.94148E+12,2.38902E+13,2.38902E+13
04/22/2009,4.04873E+12,4.04873E+12,2.47483E+13,2.47483E+13
04/23/2009,4.20002E+12,4.20002E+12,2.59595E+13,2.59595E+13
04/24/2009,4.26906E+12,4.26906E+12,2.65184E+13,2.65184E+13
04/25/2009,4.28796E+12,4.28796E+12,2.66701E+13,2.66701E+13
04/27/2009,4.28827E+12,4.28827E+12,2.66726E+13,2.66726E+13
04/28/2009,4.30348E+12,4.30348E+12,2.68211E+13,2.68211E+13
04/29/2009,4.33718E+12,4.33718E+12,2.71063E+13,2.71063E+13
04/30/2009,4.38098E+12,4.38098E+12,2.74551E+13,2.74551E+13
05/03/2009,4.38113E+12,4.38113E+12,2.74554E+13,2.74554E+13
05/04/2009,4.38183E+12,4.38183E+12,2.7461E+13,2.7461E+13
05/05/2009,4.45804E+12,4.45804E+12,2.80043E+13,2.80043E+13
05/06/2009,4.49511E+12,4.49511E+12,2.8038E+13,2.8038E+13
05/07/2009,4.51976E+12,4.51976E+12,2.80892E+13,2.80892E+13
05/08/2009,4.6271E+12,4.6271E+12,2.83536E+13,2.83536E+13
05/09/2009,4.62779E+12,4.62779E+12,2.83551E+13,2.83551E+13
05/13/2009,4.63629E+12,4.63629E+12,2.83733E+13,2.83733E+13
05/14/2009,4.71258E+12,4.71258E+12,2.84632E+13,2.84632E+13
05/17/2009,4.71407E+12,4.71407E+12,2.84663E+13,2.84663E+13
05/20/2009,4.71716E+12,4.71716E+12,2.84718E+13,2.84718E+13
05/22/2009,4.86279E+12,4.86279E+12,2.87532E+13,2.87532E+13
05/27/2009,4.89741E+12,4.89741E+12,2.88195E+13,2.88195E+13
05/28/2009,4.90608E+12,4.90608E+12,2.88385E+13,2.88385E+13
05/29/2009,4.9222E+12,4.9222E+12,2.88568E+13,2.88568E+13
06/01/2009,5.02374E+12,5.02374E+12,2.89966E+13,2.89966E+13
06/02/2009,5.06649E+12,5.06649E+12,2.90887E+13,2.90887E+13
06/03/2009,5.06677E+12,5.06677E+12,2.90893E+13,2.90893E+13
06/04/2009,5.0672E+12,5.0672E+12,2.90903E+13,2.90903E+13
06/05/2009,5.06841E+12,5.06841E+12,2.90932E+13,2.90932E+13
06/09/2009,5.16721E+12,5.16721E+12,2.9318E+13,2.9318E+13
06/10/2009,5.40431E+12,5.40431E+12,2.97234E+13,2.97234E+13
06/11/2009,5.50442E+12,5.50442E+12,2.99164E+13,2.99164E+13
06/12/2009,5.51311E+12,5.51311E+12,2.9933E+13,2.9933E+13
06/13/2009,5.54624E+12,5.54624E+12,2.99863E+13,2.99863E+13
06/14/2009,5.55094E+12,5.55094E+12,3.00004E+13,3.00004E+13
06/15/2009,5.56295E+12,5.56295E+12,3.00317E+13,3.00317E+13
06/16/2009,5.71224E+12,5.71224E+12,3.04758E+13,3.04758E+13
06/17/2009,5.72275E+12,5.72275E+12,3.04896E+13,3.04896E+13
06/18/2009,5.82474E+12,5.82474E+12,3.06324E+13,3.06324E+13
06/19/2009,5.88001E+12,5.88001E+12,3.07701E+13,3.07701E+13
06/20/2009,5.90812E+12,5.90812E+12,3.08385E+13,3.08385E+13
06/21/2009,5.94133E+12,5.94133E+12,3.08726E+13,3.08726E+13
06/22/2009,5.98024E+12,5.98024E+12,3.11412E+13,3.11412E+13
06/23/2009,5.99229E+12,5.99229E+12,3.11585E+13,3.11585E+13
06/24/2009,6.02224E+12,6.02224E+12,3.12274E+13,3.12274E+13
06/25/2009,6.05874E+12,6.05874E+12,3.12952E+13,3.12952E+13
06/26/2009,6.08233E+12,6.08233E+12,3.13609E+13,3.13609E+13
06/29/2009,6.08352E+12,6.08352E+12,3.13651E+13,3.13651E+13
06/30/2009,6.13177E+12,6.13177E+12,3.14347E+13,3.14347E+13
07/01/2009,6.14741E+12,6.14741E+12,3.14573E+13,3.14573E+13
07/06/2009,6.1692E+12,6.1692E+12,3.14922E+13,3.14922E+13
07/07/2009,6.17277E+12,6.17277E+12,3.15021E+13,3.15021E+13
07/08/2009,6.1773E+12,6.1773E+12,3.15079E+13,3.15079E+13
07/09/2009,6.19851E+12,6.19851E+12,3.15392E+13,3.15392E+13
07/10/2009,6.25174E+12,6.25174E+12,3.16065E+13,3.16065E+13
07/11/2009,6.27713E+12,6.27713E+12,3.16512E+13,3.16512E+13
07/13/2009,6.33102E+12,6.33102E+12,3.17074E+13,3.17074E+13
07/15/2009,6.36565E+12,6.36565E+12,3.17832E+13,3.17832E+13
07/16/2009,6.37454E+12,6.37454E+12,3.18037E+13,3.18037E+13
07/17/2009,6.39554E+12,6.39554E+12,3.18288E+13,3.18288E+13
07/18/2009,6.39566E+12,6.39566E+12,3.18291E+13,3.18291E+13
07/20/2009,6.39685E+12,6.39685E+12,3.18316E+13,3.18316E+13
07/21/2009,6.41434E+12,6.41434E+12,3.18551E+13,3.18551E+13
07/22/2009,6.42109E+12,6.42109E+12,3.18662E+13,3.18662E+13
07/23/2009,6.42181E+12,6.42181E+12,3.18683E+13,3.18683E+13
07/24/2009,6.43812E+12,6.43812E+12,3.18841E+13,3.18841E+13
07/25/2009,6.47071E+12,6.47071E+12,3.19186E+13,3.19186E+13
07/26/2009,6.47757E+12,6.47757E+12,3.19397E+13,3.19397E+13
07/27/2009,6.48308E+12,6.48308E+12,3.19504E+13,3.19504E+13
07/28/2009,6.48377E+12,6.48377E+12,3.19516E+13,3.19516E+13
07/29/2009,6.48377E+12,6.48377E+12,3.19516E+13,3.19516E+13
07/30/2009,6.48406E+12,6.48406E+12,3.19523E+13,3.19523E+13
08/01/2009,6.48482E+12,6.48482E+12,3.19534E+13,3.19534E+13
08/04/2009,6.50387E+12,6.50387E+12,3.20084E+13,3.20084E+13
08/05/2009,6.50591E+12,6.50591E+12,3.2011E+13,3.2011E+13
08/07/2009,6.50597E+12,6.50597E+12,3.20112E+13,3.20112E+13
08/11/2009,6.71101E+12,6.71101E+12,3.25484E+13,3.25484E+13
08/12/2009,6.81273E+12,6.81273E+12,3.27743E+13,3.27743E+13
08/14/2009,6.84544E+12,6.84544E+12,3.28086E+13,3.28086E+13
08/17/2009,6.85148E+12,6.85148E+12,3.28211E+13,3.28211E+13
08/18/2009,6.86504E+12,6.86504E+12,3.2862E+13,3.2862E+13
08/19/2009,6.86749E+12,6.86749E+12,3.28678E+13,3.28678E+13
08/20/2009,6.86883E+12,6.86883E+12,3.28702E+13,3.28702E+13
08/21/2009,6.87872E+12,6.87872E+12,3.29118E+13,3.29118E+13
08/22/2009,6.8948E+12,6.8948E+12,3.2957E+13,3.2957E+13
08/24/2009,6.89872E+12,6.89872E+12,3.29616E+13,3.29616E+13
08/25/2009,6.90924E+12,6.90924E+12,3.29828E+13,3.29828E+13
08/26/2009,6.91994E+12,6.91994E+12,3.30138E+13,3.30138E+13
08/27/2009,6.91998E+12,6.91998E+12,3.30139E+13,3.30139E+13
08/28/2009,6.94325E+12,6.94325E+12,3.31612E+13,3.31612E+13
08/31/2009,7.05183E+12,7.05183E+12,3.32839E+13,3.32839E+13
09/01/2009,7.33653E+12,7.15906E+12,3.36019E+13,3.34025E+13
09/02/2009,7.4752E+12,7.29773E+12,3.37937E+13,3.35943E+13
09/03/2009,7.4752E+12,7.29773E+12,3.37937E+13,3.35943E+13
09/04/2009,7.47619E+12,7.29871E+12,3.3796E+13,3.35966E+13
09/05/2009,7.58783E+12,7.40999E+12,3.39171E+13,3.37173E+13
09/06/2009,7.74832E+12,7.57036E+12,3.41488E+13,3.39488E+13
09/07/2009,7.96501E+12,7.78438E+12,3.45235E+13,3.43208E+13
09/08/2009,7.98023E+12,7.79961E+12,3.45395E+13,3.43368E+13
09/09/2009,7.99744E+12,7.81682E+12,3.45607E+13,3.4358E+13
09/10/2009,7.99767E+12,7.81704E+12,3.4561E+13,3.43583E+13
09/11/2009,8.01835E+12,7.83773E+12,3.45875E+13,3.43848E+13
09/12/2009,8.01919E+12,7.83856E+12,3.45884E+13,3.43857E+13
09/14/2009,8.0471E+12,7.86647E+12,3.46178E+13,3.4415E+13
09/15/2009,8.37132E+12,8.19069E+12,3.50567E+13,3.48539E+13
09/16/2009,8.57455E+12,8.26778E+12,3.53048E+13,3.49693E+13
09/17/2009,8.65347E+12,8.32759E+12,3.54072E+13,3.50518E+13
09/18/2009,8.6811E+12,8.35522E+12,3.54404E+13,3.50849E+13
09/19/2009,8.68757E+12,8.36169E+12,3.54496E+13,3.50941E+13
09/20/2009,8.69419E+12,8.36831E+12,3.54567E+13,3.51013E+13
09/21/2009,8.7548E+12,8.42892E+12,3.5563E+13,3.52075E+13
09/22/2009,8.7598E+12,8.43392E+12,3.55784E+13,3.52229E+13
09/23/2009,8.89549E+12,8.56961E+12,3.57584E+13,3.54029E+13
09/24/2009,8.94212E+12,8.60011E+12,3.60122E+13,3.564E+13
09/25/2009,8.95263E+12,8.61061E+12,3.60234E+13,3.56511E+13
09/26/2009,8.97043E+12,8.62841E+12,3.60417E+13,3.56694E+13
09/27/2009,9.00134E+12,8.65932E+12,3.60742E+13,3.5702E+13
09/28/2009,9.0014E+12,8.65938E+12,3.60743E+13,3.57021E+13
09/29/2009,9.00627E+12,8.66332E+12,3.60797E+13,3.57065E+13
09/30/2009,9.00629E+12,8.66333E+12,3.60797E+13,3.57065E+13
10/01/2009,9.01041E+12,8.66746E+12,3.60853E+13,3.57121E+13
10/02/2009,9.02266E+12,8.67971E+12,3.60983E+13,3.57252E+13
10/04/2009,9.02338E+12,8.68043E+12,3.60991E+13,3.57259E+13
10/05/2009,9.02756E+12,8.68461E+12,3.61061E+13,3.57329E+13
10/06/2009,9.03301E+12,8.69006E+12,3.61131E+13,3.57399E+13
10/07/2009,9.13566E+12,8.7927E+12,3.62205E+13,3.58473E+13
10/08/2009,9.1448E+12,8.80185E+12,3.62314E+13,3.58582E+13
10/09/2009,9.14509E+12,8.80214E+12,3.62318E+13,3.58586E+13
10/11/2009,9.14619E+12,8.80323E+12,3.62329E+13,3.58597E+13
10/12/2009,9.14799E+12,8.80504E+12,3.6237E+13,3.58638E+13
10/13/2009,9.57475E+12,9.23179E+12,3.67337E+13,3.63605E+13
10/14/2009,9.5757E+12,9.23275E+12,3.67377E+13,3.63645E+13
10/15/2009,9.6216E+12,9.27865E+12,3.69022E+13,3.6529E+13
10/16/2009,9.64407E+12,9.30112E+12,3.69771E+13,3.66039E+13
10/17/2009,9.64422E+12,9.30127E+12,3.69773E+13,3.66041E+13
10/18/2009,9.64575E+12,9.30279E+12,3.69799E+13,3.66067E+13
10/19/2009,9.65187E+12,9.30892E+12,3.70264E+13,3.66532E+13
10/20/2009,9.65271E+12,9.30976E+12,3.70282E+13,3.6655E+13
10/21/2009,9.65841E+12,9.31546E+12,3.70354E+13,3.66622E+13
10/22/2009,9.6622E+12,9.31925E+12,3.7044E+13,3.66708E+13
10/23/2009,9.66393E+12,9.32098E+12,3.70469E+13,3.66737E+13
10/24/2009,9.66461E+12,9.32166E+12,3.70486E+13,3.66754E+13
10/26/2009,9.66687E+12,9.32391E+12,3.70559E+13,3.66827E+13
10/27/2009,9.68074E+12,9.33779E+12,3.71428E+13,3.67696E+13
10/28/2009,9.69218E+12,9.34923E+12,3.71575E+13,3.67843E+13
10/29/2009,9.70173E+12,9.35878E+12,3.71741E+13,3.68009E+13
10/30/2009,9.70538E+12,9.36243E+12,3.71786E+13,3.68054E+13
10/31/2009,9.70547E+12,9.36252E+12,3.71788E+13,3.68056E+13
11/02/2009,9.72541E+12,9.38246E+12,3.72074E+13,3.68342E+13
11/03/2009,9.74207E+12,9.39912E+12,3.72313E+13,3.68581E+13
11/04/2009,9.74596E+12,9.403E+12,3.72388E+13,3.68656E+13
11/05/2009,9.74911E+12,9.40616E+12,3.72425E+13,3.68694E+13
11/06/2009,9.74969E+12,9.40674E+12,3.72455E+13,3.68723E+13
11/09/2009,9.74991E+12,9.40696E+12,3.7246E+13,3.68728E+13
11/10/2009,9.76177E+12,9.41882E+12,3.72963E+13,3.69231E+13
11/12/2009,9.76179E+12,9.41884E+12,3.72964E+13,3.69232E+13
11/13/2009,9.76257E+12,9.41962E+12,3.72979E+13,3.69247E+13
11/15/2009,9.77358E+12,9.43063E+12,3.73093E+13,3.69361E+13
11/16/2009,9.86827E+12,9.52532E+12,3.74143E+13,3.70411E+13
11/17/2009,1.00556E+13,9.71262E+12,3.76076E+13,3.72344E+13
11/18/2009,1.01506E+13,9.80761E+12,3.77148E+13,3.73416E+13
11/19/2009,1.02823E+13,9.93937E+12,3.78556E+13,3.74824E+13
11/20/2009,1.03725E+13,1.00296E+13,3.79497E+13,3.75765E+13
11/21/2009,1.03795E+13,1.00365E+13,3.79578E+13,3.75846E+13
11/22/2009,1.04276E+13,1.00846E+13,3.80075E+13,3.76343E+13
11/23/2009,1.04328E+13,1.00898E+13,3.80134E+13,3.76402E+13
